time,lat,lon,sog,cog,boat_class,tag,tag_name,heel,clew_load,pitch,rudder
2019-08-09 19:26:31+00:00,32.669883,-117.150023,0.0,-0.8166666666666667,B20809,0,0,-4.0,36,3.9,2.6
2019-08-09 19:26:32+00:00,32.669881,-117.150026,0.0,-0.6333333333333333,B20809,C,C1,-2.3,36,3.1,3.3
2019-08-09 19:26:33+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-2.5,36,4.6,-0.1
2019-08-09 19:26:34+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-1.0,36,3.2,4.6
2019-08-09 19:26:35+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,0.0,33,4.7,7.5
2019-08-09 19:26:36+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-1.7,33,3.3,2.1
2019-08-09 19:26:37+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-2.1,34,3.7,22.5
2019-08-09 19:26:38+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,0.7,34,3.7,3.7
2019-08-09 19:26:39+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-2.5,34,2.7,-2.5
2019-08-09 19:26:40+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-2.5,34,3.7,4.9
2019-08-09 19:26:41+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-3.7,34,2.8,3.3
2019-08-09 19:26:42+00:00,32.669879,-117.150028,0.0,-0.6333333333333333,B20809,C,C1,-1.3,34,3.5,6.2
2019-08-09 19:26:43+00:00,32.669883,-117.150023,0.9,0.4111111111111111,B20809,C,C1,-1.2,34,4.4,21.5
2019-08-09 19:26:44+00:00,32.669883,-117.150018,0.8,0.5,B20809,C,C1,-3.8,34,2.5,11.9
2019-08-09 19:26:45+00:00,32.669884,-117.150013,0.9,0.43333333333333335,B20809,C,C1,-2.7,34,5.1,12.9
2019-08-09 19:26:46+00:00,32.669886,-117.150008,0.8,0.4444444444444444,B20809,C,C1,-3.9,34,2.6,10.2
2019-08-09 19:26:47+00:00,32.669888,-117.150003,0.8,0.3388888888888889,B20809,C,C1,-3.0,34,4.2,20.9
2019-08-09 19:26:48+00:00,32.669890,-117.149998,0.9,0.3611111111111111,B20809,C,C1,-2.4,34,2.6,5.3
2019-08-09 19:26:49+00:00,32.669891,-117.149991,1.1,0.4111111111111111,B20809,C,C1,-2.2,34,4.7,2.3
2019-08-09 19:26:50+00:00,32.669894,-117.149984,0.9,0.4888888888888889,B20809,C,C1,-4.0,34,2.6,7.6
2019-08-09 19:26:51+00:00,32.669894,-117.149978,1.0,0.4388888888888889,B20809,C,C1,-0.7,34,3.6,9.4
2019-08-09 19:26:52+00:00,32.669896,-117.149974,0.9,0.43333333333333335,B20809,C,C1,-1.4,34,3.5,11.7
2019-08-09 19:26:53+00:00,32.669898,-117.149970,0.9,0.35,B20809,C,C1,6.8,34,5.5,21.1
2019-08-09 19:26:54+00:00,32.669901,-117.149968,0.9,0.23333333333333334,B20809,C,C1,1.9,34,4.1,22.0
2019-08-09 19:26:55+00:00,32.669905,-117.149963,1.1,0.25,B20809,C,C1,-1.0,34,6.2,30.0
2019-08-09 19:26:56+00:00,32.669909,-117.149959,1.0,0.25555555555555554,B20809,C,C1,3.6,34,3.9,19.6
2019-08-09 19:26:57+00:00,32.669913,-117.149955,1.1,0.25555555555555554,B20809,C,C1,7.5,34,4.3,16.1
2019-08-09 19:26:58+00:00,32.669918,-117.149949,1.3,0.26666666666666666,B20809,C,C1,8.0,34,4.4,26.4
